pinyin,tone,server_name,filename,url,status,size,http_status
guai,1,guai,guai1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guai1.mp3,downloaded,20061,200
guai,2,guai,guai2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guai2.mp3,downloaded,15045,200
guai,3,guai,guai3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guai3.mp3,downloaded,21941,200
guai,4,guai,guai4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guai4.mp3,downloaded,16299,200
guan,1,guan,guan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guan1.mp3,downloaded,23195,200
guan,2,guan,guan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guan2.mp3,downloaded,16926,200
guan,3,guan,guan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guan3.mp3,downloaded,23195,200
guan,4,guan,guan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guan4.mp3,downloaded,16299,200
guang,1,guang,guang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guang1.mp3,downloaded,23195,200
guang,2,guang,guang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guang2.mp3,downloaded,16926,200
guang,3,guang,guang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guang3.mp3,downloaded,21941,200
guang,4,guang,guang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guang4.mp3,downloaded,16926,200
gui,1,gui,gui1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gui1.mp3,downloaded,21315,200
gui,2,gui,gui2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gui2.mp3,downloaded,16926,200
gui,3,gui,gui3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gui3.mp3,downloaded,23195,200
gui,4,gui,gui4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gui4.mp3,downloaded,15045,200
gun,1,gun,gun1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gun1.mp3,downloaded,20688,200
gun,2,gun,gun2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gun2.mp3,downloaded,14418,200
gun,3,gun,gun3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gun3.mp3,downloaded,19434,200
gun,4,gun,gun4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/gun4.mp3,downloaded,16299,200
guo,1,guo,guo1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guo1.mp3,downloaded,22568,200
guo,2,guo,guo2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guo2.mp3,downloaded,17553,200
guo,3,guo,guo3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guo3.mp3,downloaded,20061,200
guo,4,guo,guo4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/guo4.mp3,downloaded,16299,200
ha,1,ha,ha1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ha1.mp3,downloaded,19434,200
ha,2,ha,ha2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ha2.mp3,downloaded,13791,200
ha,3,ha,ha3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ha3.mp3,downloaded,19434,200
ha,4,ha,ha4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ha4.mp3,downloaded,11284,200
hai,1,hai,hai1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hai1.mp3,downloaded,18180,200
hai,2,hai,hai2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hai2.mp3,downloaded,14418,200
hai,3,hai,hai3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hai3.mp3,downloaded,18180,200
hai,4,hai,hai4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hai4.mp3,downloaded,13164,200
han,1,han,han1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/han1.mp3,downloaded,22568,200
han,2,han,han2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/han2.mp3,downloaded,15045,200
han,3,han,han3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/han3.mp3,downloaded,22568,200
han,4,han,han4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/han4.mp3,downloaded,15045,200
hang,1,hang,hang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hang1.mp3,downloaded,24449,200
hang,2,hang,hang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hang2.mp3,downloaded,16299,200
hang,3,hang,hang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hang3.mp3,downloaded,24449,200
hang,4,hang,hang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hang4.mp3,downloaded,15672,200
hao,1,hao,hao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hao1.mp3,downloaded,20061,200
hao,2,hao,hao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hao2.mp3,downloaded,18807,200
hao,3,hao,hao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hao3.mp3,downloaded,22568,200
hao,4,hao,hao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hao4.mp3,downloaded,16299,200
he,1,he,he1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/he1.mp3,downloaded,20688,200
he,2,he,he2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/he2.mp3,downloaded,12537,200
he,3,he,he3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/he3.mp3,downloaded,21315,200
he,4,he,he4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/he4.mp3,downloaded,16299,200
hei,1,hei,hei1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hei1.mp3,downloaded,21941,200
hei,2,hei,hei2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hei2.mp3,downloaded,17553,200
hei,3,hei,hei3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hei3.mp3,downloaded,21315,200
hei,4,hei,hei4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hei4.mp3,downloaded,17553,200
hen,1,hen,hen1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hen1.mp3,downloaded,21315,200
hen,2,hen,hen2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hen2.mp3,downloaded,15045,200
hen,3,hen,hen3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hen3.mp3,downloaded,20061,200
hen,4,hen,hen4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hen4.mp3,downloaded,15672,200
heng,1,heng,heng1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/heng1.mp3,downloaded,21732,200
heng,2,heng,heng2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/heng2.mp3,downloaded,18807,200
heng,3,heng,heng3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/heng3.mp3,downloaded,24658,200
heng,4,heng,heng4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/heng4.mp3,downloaded,20061,200
hong,1,hong,hong1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hong1.mp3,downloaded,22568,200
hong,2,hong,hong2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hong2.mp3,downloaded,13791,200
hong,3,hong,hong3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hong3.mp3,downloaded,21941,200
hong,4,hong,hong4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hong4.mp3,downloaded,14418,200
hou,1,hou,hou1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hou1.mp3,downloaded,25703,200
hou,2,hou,hou2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hou2.mp3,downloaded,16299,200
hou,3,hou,hou3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hou3.mp3,downloaded,23195,200
hou,4,hou,hou4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hou4.mp3,downloaded,16926,200
hu,1,hu,hu1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hu1.mp3,downloaded,23195,200
hu,2,hu,hu2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hu2.mp3,downloaded,16926,200
hu,3,hu,hu3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hu3.mp3,downloaded,25703,200
hu,4,hu,hu4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hu4.mp3,downloaded,17553,200
hua,1,hua,hua1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hua1.mp3,downloaded,25703,200
hua,2,hua,hua2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hua2.mp3,downloaded,16299,200
hua,3,hua,hua3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hua3.mp3,downloaded,21315,200
hua,4,hua,hua4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hua4.mp3,downloaded,16299,200
huai,1,huai,huai1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huai1.mp3,downloaded,22568,200
huai,2,huai,huai2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huai2.mp3,downloaded,16299,200
huai,3,huai,huai3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huai3.mp3,downloaded,22568,200
huai,4,huai,huai4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huai4.mp3,downloaded,17553,200
huan,1,huan,huan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huan1.mp3,downloaded,25076,200
huan,2,huan,huan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huan2.mp3,downloaded,15672,200
huan,3,huan,huan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huan3.mp3,downloaded,20061,200
huan,4,huan,huan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huan4.mp3,downloaded,17553,200
huang,1,huang,huang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huang1.mp3,downloaded,22568,200
huang,2,huang,huang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huang2.mp3,downloaded,16926,200
huang,3,huang,huang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huang3.mp3,downloaded,23195,200
huang,4,huang,huang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huang4.mp3,downloaded,15672,200
hui,1,hui,hui1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hui1.mp3,downloaded,23195,200
hui,2,hui,hui2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hui2.mp3,downloaded,17553,200
hui,3,hui,hui3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hui3.mp3,downloaded,21941,200
hui,4,hui,hui4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hui4.mp3,downloaded,15045,200
hun,1,hun,hun1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hun1.mp3,downloaded,21941,200
hun,2,hun,hun2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hun2.mp3,downloaded,17553,200
hun,3,hun,hun3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hun3.mp3,downloaded,20061,200
hun,4,hun,hun4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/hun4.mp3,downloaded,16299,200
huo,1,huo,huo1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huo1.mp3,downloaded,24449,200
huo,2,huo,huo2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huo2.mp3,downloaded,18807,200
huo,3,huo,huo3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huo3.mp3,downloaded,21315,200
huo,4,huo,huo4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/huo4.mp3,downloaded,13791,200
ji,1,ji,ji1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ji1.mp3,downloaded,20061,200
ji,2,ji,ji2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ji2.mp3,downloaded,12537,200
ji,3,ji,ji3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ji3.mp3,downloaded,20688,200
ji,4,ji,ji4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ji4.mp3,downloaded,13791,200
jia,1,jia,jia1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jia1.mp3,downloaded,21941,200
jia,2,jia,jia2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jia2.mp3,downloaded,13791,200
jia,3,jia,jia3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jia3.mp3,downloaded,20688,200
jia,4,jia,jia4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jia4.mp3,downloaded,15045,200
jian,1,jian,jian1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jian1.mp3,downloaded,20688,200
jian,2,jian,jian2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jian2.mp3,downloaded,14418,200
jian,3,jian,jian3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jian3.mp3,downloaded,17553,200
jian,4,jian,jian4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jian4.mp3,downloaded,12537,200
jiang,1,jiang,jiang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiang1.mp3,downloaded,22568,200
jiang,2,jiang,jiang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiang2.mp3,downloaded,15045,200
jiang,3,jiang,jiang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiang3.mp3,downloaded,20688,200
jiang,4,jiang,jiang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiang4.mp3,downloaded,12537,200
jiao,1,jiao,jiao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiao1.mp3,downloaded,25076,200
jiao,2,jiao,jiao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiao2.mp3,downloaded,18180,200
jiao,3,jiao,jiao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiao3.mp3,downloaded,23822,200
jiao,4,jiao,jiao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiao4.mp3,downloaded,16926,200
jie,1,jie,jie1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jie1.mp3,downloaded,20688,200
jie,2,jie,jie2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jie2.mp3,downloaded,13791,200
jie,3,jie,jie3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jie3.mp3,downloaded,21941,200
jie,4,jie,jie4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jie4.mp3,downloaded,15045,200
jin,1,jin,jin1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jin1.mp3,downloaded,18180,200
jin,2,jin,jin2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jin2.mp3,downloaded,15045,200
jin,3,jin,jin3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jin3.mp3,downloaded,16926,200
jin,4,jin,jin4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jin4.mp3,downloaded,11284,200
jing,1,jing,jing1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jing1.mp3,downloaded,22465,200
jing,2,jing,jing2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jing2.mp3,downloaded,11154,200
jing,3,jing,jing3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jing3.mp3,downloaded,23301,200
jing,4,jing,jing4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jing4.mp3,downloaded,11781,200
jiong,1,jiong,jiong1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiong1.mp3,downloaded,23822,200
jiong,2,jiong,jiong2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiong2.mp3,downloaded,18180,200
jiong,3,jiong,jiong3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiong3.mp3,downloaded,21315,200
jiong,4,jiong,jiong4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiong4.mp3,downloaded,14418,200
jiu,1,jiu,jiu1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiu1.mp3,downloaded,20688,200
jiu,2,jiu,jiu2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiu2.mp3,downloaded,13791,200
jiu,3,jiu,jiu3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiu3.mp3,downloaded,18807,200
jiu,4,jiu,jiu4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jiu4.mp3,downloaded,15045,200
ju,1,ju,ju1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ju1.mp3,downloaded,19434,200
ju,2,ju,ju2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ju2.mp3,downloaded,13791,200
ju,3,ju,ju3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ju3.mp3,downloaded,19434,200
ju,4,ju,ju4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ju4.mp3,downloaded,14418,200
juan,1,juan,juan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/juan1.mp3,downloaded,18180,200
juan,2,juan,juan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/juan2.mp3,downloaded,13791,200
juan,3,juan,juan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/juan3.mp3,downloaded,18180,200
juan,4,juan,juan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/juan4.mp3,downloaded,12537,200
jue,1,jue,jue1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jue1.mp3,downloaded,18807,200
jue,2,jue,jue2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jue2.mp3,downloaded,13791,200
jue,3,jue,jue3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jue3.mp3,downloaded,20688,200
jue,4,jue,jue4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jue4.mp3,downloaded,15672,200
jun,1,jun,jun1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jun1.mp3,downloaded,18807,200
jun,2,jun,jun2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jun2.mp3,downloaded,13791,200
jun,3,jun,jun3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jun3.mp3,downloaded,20061,200
jun,4,jun,jun4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/jun4.mp3,downloaded,11910,200
ka,1,ka,ka1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ka1.mp3,downloaded,16926,200
ka,2,ka,ka2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ka2.mp3,downloaded,12537,200
ka,3,ka,ka3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ka3.mp3,downloaded,20688,200
ka,4,ka,ka4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ka4.mp3,downloaded,10657,200
kai,1,kai,kai1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kai1.mp3,downloaded,18180,200
kai,2,kai,kai2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kai2.mp3,downloaded,13164,200
kai,3,kai,kai3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kai3.mp3,downloaded,17553,200
kai,4,kai,kai4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kai4.mp3,downloaded,11284,200
kan,1,kan,kan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kan1.mp3,downloaded,22568,200
kan,2,kan,kan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kan2.mp3,downloaded,15045,200
kan,3,kan,kan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kan3.mp3,downloaded,20061,200
kan,4,kan,kan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kan4.mp3,downloaded,16926,200
kang,1,kang,kang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kang1.mp3,downloaded,23822,200
kang,2,kang,kang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kang2.mp3,downloaded,15672,200
kang,3,kang,kang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kang3.mp3,downloaded,21941,200
kang,4,kang,kang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kang4.mp3,downloaded,13164,200
kao,1,kao,kao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kao1.mp3,downloaded,20688,200
kao,2,kao,kao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kao2.mp3,downloaded,16926,200
kao,3,kao,kao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kao3.mp3,downloaded,20688,200
kao,4,kao,kao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kao4.mp3,downloaded,17553,200
ke,1,ke,ke1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ke1.mp3,downloaded,20688,200
ke,2,ke,ke2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ke2.mp3,downloaded,14418,200
ke,3,ke,ke3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ke3.mp3,downloaded,20688,200
ke,4,ke,ke4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ke4.mp3,downloaded,14418,200
kei,1,kei,kei1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kei1.mp3,downloaded,21941,200
kei,2,kei,kei2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kei2.mp3,downloaded,15672,200
kei,3,kei,kei3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kei3.mp3,downloaded,24449,200
kei,4,kei,kei4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kei4.mp3,downloaded,16299,200
ken,1,ken,ken1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ken1.mp3,downloaded,20061,200
ken,2,ken,ken2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ken2.mp3,downloaded,14418,200
ken,3,ken,ken3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ken3.mp3,downloaded,21315,200
ken,4,ken,ken4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ken4.mp3,downloaded,13164,200
keng,1,keng,keng1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/keng1.mp3,downloaded,25076,200
keng,2,keng,keng2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/keng2.mp3,downloaded,20897,200
keng,3,keng,keng3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/keng3.mp3,downloaded,25494,200
keng,4,keng,keng4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/keng4.mp3,downloaded,22568,200
kong,1,kong,kong1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kong1.mp3,downloaded,20688,200
kong,2,kong,kong2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kong2.mp3,downloaded,13791,200
kong,3,kong,kong3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kong3.mp3,downloaded,22568,200
kong,4,kong,kong4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kong4.mp3,downloaded,15672,200
kou,1,kou,kou1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kou1.mp3,downloaded,19434,200
kou,2,kou,kou2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kou2.mp3,downloaded,15672,200
kou,3,kou,kou3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kou3.mp3,downloaded,21941,200
kou,4,kou,kou4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kou4.mp3,downloaded,14418,200
ku,1,ku,ku1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ku1.mp3,downloaded,20688,200
ku,2,ku,ku2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ku2.mp3,downloaded,17553,200
ku,3,ku,ku3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ku3.mp3,downloaded,23822,200
ku,4,ku,ku4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ku4.mp3,downloaded,16926,200
kua,1,kua,kua1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/kua1.mp3,downloaded,26957,200
