pinyin,tone,server_name,filename,url,status,size,http_status
mo,1,mo,mo1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mo1.mp3,downloaded,20688,200
mo,2,mo,mo2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mo2.mp3,downloaded,15672,200
mo,3,mo,mo3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mo3.mp3,downloaded,21315,200
mo,4,mo,mo4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mo4.mp3,downloaded,12537,200
mou,1,mou,mou1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mou1.mp3,downloaded,23822,200
mou,2,mou,mou2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mou2.mp3,downloaded,18180,200
mou,3,mou,mou3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mou3.mp3,downloaded,24449,200
mou,4,mou,mou4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mou4.mp3,downloaded,17553,200
mu,1,mu,mu1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mu1.mp3,downloaded,21941,200
mu,2,mu,mu2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mu2.mp3,downloaded,16299,200
mu,3,mu,mu3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mu3.mp3,downloaded,21941,200
mu,4,mu,mu4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/mu4.mp3,downloaded,14418,200
na,1,na,na1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/na1.mp3,downloaded,16299,200
na,2,na,na2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/na2.mp3,downloaded,13164,200
na,3,na,na3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/na3.mp3,downloaded,18807,200
na,4,na,na4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/na4.mp3,downloaded,10030,200
nai,1,nai,nai1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nai1.mp3,downloaded,19434,200
nai,2,nai,nai2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nai2.mp3,downloaded,13791,200
nai,3,nai,nai3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nai3.mp3,downloaded,18807,200
nai,4,nai,nai4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nai4.mp3,downloaded,10657,200
nan,1,nan,nan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nan1.mp3,downloaded,24449,200
nan,2,nan,nan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nan2.mp3,downloaded,16926,200
nan,3,nan,nan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nan3.mp3,downloaded,21941,200
nan,4,nan,nan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nan4.mp3,downloaded,15672,200
nang,1,nang,nang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nang1.mp3,downloaded,23822,200
nang,2,nang,nang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nang2.mp3,downloaded,18180,200
nang,3,nang,nang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nang3.mp3,downloaded,24449,200
nang,4,nang,nang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nang4.mp3,downloaded,16299,200
nao,1,nao,nao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nao1.mp3,downloaded,21941,200
nao,2,nao,nao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nao2.mp3,downloaded,15672,200
nao,3,nao,nao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nao3.mp3,downloaded,21941,200
nao,4,nao,nao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nao4.mp3,downloaded,16926,200
ne,1,ne,ne1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ne1.mp3,downloaded,21941,200
ne,2,ne,ne2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ne2.mp3,downloaded,16299,200
ne,3,ne,ne3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ne3.mp3,downloaded,22568,200
ne,4,ne,ne4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ne4.mp3,downloaded,15045,200
nei,1,nei,nei1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nei1.mp3,downloaded,23195,200
nei,2,nei,nei2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nei2.mp3,downloaded,16299,200
nei,3,nei,nei3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nei3.mp3,downloaded,21315,200
nei,4,nei,nei4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nei4.mp3,downloaded,15045,200
nen,1,nen,nen1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nen1.mp3,downloaded,23195,200
nen,2,nen,nen2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nen2.mp3,downloaded,15672,200
nen,3,nen,nen3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nen3.mp3,downloaded,21315,200
nen,4,nen,nen4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nen4.mp3,downloaded,15672,200
neng,1,neng,neng1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/neng1.mp3,downloaded,31763,200
neng,2,neng,neng2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/neng2.mp3,downloaded,37615,200
neng,3,neng,neng3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/neng3.mp3,downloaded,39287,200
neng,4,neng,neng4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/neng4.mp3,downloaded,27584,200
ni,1,ni,ni1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ni1.mp3,downloaded,21941,200
ni,2,ni,ni2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ni2.mp3,downloaded,13791,200
ni,3,ni,ni3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ni3.mp3,downloaded,21315,200
ni,4,ni,ni4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ni4.mp3,downloaded,11910,200
nian,1,nian,nian1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nian1.mp3,downloaded,20688,200
nian,2,nian,nian2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nian2.mp3,downloaded,15672,200
nian,3,nian,nian3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nian3.mp3,downloaded,19434,200
nian,4,nian,nian4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nian4.mp3,downloaded,13791,200
niang,1,niang,niang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niang1.mp3,downloaded,23195,200
niang,2,niang,niang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niang2.mp3,downloaded,15672,200
niang,3,niang,niang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niang3.mp3,downloaded,20688,200
niang,4,niang,niang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niang4.mp3,downloaded,13164,200
niao,1,niao,niao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niao1.mp3,downloaded,22568,200
niao,2,niao,niao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niao2.mp3,downloaded,16926,200
niao,3,niao,niao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niao3.mp3,downloaded,22568,200
niao,4,niao,niao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niao4.mp3,downloaded,18180,200
nie,1,nie,nie1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nie1.mp3,downloaded,20061,200
nie,2,nie,nie2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nie2.mp3,downloaded,15672,200
nie,3,nie,nie3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nie3.mp3,downloaded,21315,200
nie,4,nie,nie4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nie4.mp3,downloaded,16926,200
nin,1,nin,nin1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nin1.mp3,downloaded,19434,200
nin,2,nin,nin2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nin2.mp3,downloaded,11910,200
nin,3,nin,nin3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nin3.mp3,downloaded,16926,200
nin,4,nin,nin4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nin4.mp3,downloaded,13164,200
ning,1,ning,ning1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ning1.mp3,downloaded,23301,200
ning,2,ning,ning2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ning2.mp3,downloaded,18180,200
ning,3,ning,ning3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ning3.mp3,downloaded,26645,200
ning,4,ning,ning4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ning4.mp3,downloaded,15045,200
niu,1,niu,niu1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niu1.mp3,downloaded,19434,200
niu,2,niu,niu2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niu2.mp3,downloaded,13791,200
niu,3,niu,niu3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niu3.mp3,downloaded,20061,200
niu,4,niu,niu4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/niu4.mp3,downloaded,13791,200
nong,1,nong,nong1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nong1.mp3,downloaded,22568,200
nong,2,nong,nong2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nong2.mp3,downloaded,17553,200
nong,3,nong,nong3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nong3.mp3,downloaded,22568,200
nong,4,nong,nong4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nong4.mp3,downloaded,15045,200
nou,1,nou,nou1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nou1.mp3,downloaded,21941,200
nou,2,nou,nou2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nou2.mp3,downloaded,15672,200
nou,3,nou,nou3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nou3.mp3,downloaded,20061,200
nou,4,nou,nou4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nou4.mp3,downloaded,15045,200
nu,1,nu,nu1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nu1.mp3,downloaded,23195,200
nu,2,nu,nu2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nu2.mp3,downloaded,16299,200
nu,3,nu,nu3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nu3.mp3,downloaded,20688,200
nu,4,nu,nu4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nu4.mp3,downloaded,16299,200
nuan,1,nuan,nuan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuan1.mp3,downloaded,21315,200
nuan,2,nuan,nuan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuan2.mp3,downloaded,21315,200
nuan,3,nuan,nuan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuan3.mp3,downloaded,19434,200
nuan,4,nuan,nuan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuan4.mp3,downloaded,13791,200
nuo,1,nuo,nuo1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuo1.mp3,downloaded,21315,200
nuo,2,nuo,nuo2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuo2.mp3,downloaded,16299,200
nuo,3,nuo,nuo3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuo3.mp3,downloaded,20688,200
nuo,4,nuo,nuo4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nuo4.mp3,downloaded,16299,200
nü,1,nv,nv1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nv1.mp3,downloaded,20061,200
nü,2,nv,nv2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nv2.mp3,downloaded,13791,200
nü,3,nv,nv3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nv3.mp3,downloaded,19434,200
nü,4,nv,nv4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nv4.mp3,downloaded,13164,200
nüe,1,nve,nve1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nve1.mp3,downloaded,18807,200
nüe,2,nve,nve2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nve2.mp3,downloaded,15045,200
nüe,3,nve,nve3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nve3.mp3,downloaded,19434,200
nüe,4,nve,nve4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/nve4.mp3,downloaded,15672,200
o,1,o,o1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/o1.mp3,downloaded,19434,200
o,2,o,o2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/o2.mp3,downloaded,15672,200
o,3,o,o3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/o3.mp3,downloaded,19434,200
o,4,o,o4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/o4.mp3,downloaded,15045,200
ou,1,ou,ou1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ou1.mp3,downloaded,18807,200
ou,2,ou,ou2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ou2.mp3,downloaded,18807,200
ou,3,ou,ou3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ou3.mp3,downloaded,21941,200
ou,4,ou,ou4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ou4.mp3,downloaded,17553,200
pa,1,pa,pa1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pa1.mp3,downloaded,15045,200
pa,2,pa,pa2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pa2.mp3,downloaded,13164,200
pa,3,pa,pa3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pa3.mp3,downloaded,19434,200
pa,4,pa,pa4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pa4.mp3,downloaded,10657,200
pai,1,pai,pai1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pai1.mp3,downloaded,17553,200
pai,2,pai,pai2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pai2.mp3,downloaded,11284,200
pai,3,pai,pai3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pai3.mp3,downloaded,16926,200
pai,4,pai,pai4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pai4.mp3,downloaded,11910,200
pan,1,pan,pan1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pan1.mp3,downloaded,18807,200
pan,2,pan,pan2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pan2.mp3,downloaded,15672,200
pan,3,pan,pan3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pan3.mp3,downloaded,23822,200
pan,4,pan,pan4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pan4.mp3,downloaded,15045,200
pang,1,pang,pang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pang1.mp3,downloaded,21941,200
pang,2,pang,pang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pang2.mp3,downloaded,15045,200
pang,3,pang,pang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pang3.mp3,downloaded,21941,200
pang,4,pang,pang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pang4.mp3,downloaded,15045,200
pao,1,pao,pao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pao1.mp3,downloaded,20061,200
pao,2,pao,pao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pao2.mp3,downloaded,17553,200
pao,3,pao,pao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pao3.mp3,downloaded,18180,200
pao,4,pao,pao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pao4.mp3,downloaded,15045,200
pei,1,pei,pei1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pei1.mp3,downloaded,20688,200
pei,2,pei,pei2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pei2.mp3,downloaded,15672,200
pei,3,pei,pei3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pei3.mp3,downloaded,21315,200
pei,4,pei,pei4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pei4.mp3,downloaded,14418,200
pen,1,pen,pen1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pen1.mp3,downloaded,23822,200
pen,2,pen,pen2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pen2.mp3,downloaded,18807,200
pen,3,pen,pen3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pen3.mp3,downloaded,20061,200
pen,4,pen,pen4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pen4.mp3,downloaded,15672,200
peng,1,peng,peng1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/peng1.mp3,downloaded,22568,200
peng,2,peng,peng2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/peng2.mp3,downloaded,16926,200
peng,3,peng,peng3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/peng3.mp3,downloaded,20688,200
peng,4,peng,peng4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/peng4.mp3,downloaded,15672,200
pi,1,pi,pi1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pi1.mp3,downloaded,20061,200
pi,2,pi,pi2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pi2.mp3,downloaded,13791,200
pi,3,pi,pi3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pi3.mp3,downloaded,21315,200
pi,4,pi,pi4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pi4.mp3,downloaded,15045,200
pian,1,pian,pian1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pian1.mp3,downloaded,23195,200
pian,2,pian,pian2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pian2.mp3,downloaded,15672,200
pian,3,pian,pian3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pian3.mp3,downloaded,22568,200
pian,4,pian,pian4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pian4.mp3,downloaded,14418,200
piao,1,piao,piao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/piao1.mp3,downloaded,26330,200
piao,2,piao,piao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/piao2.mp3,downloaded,15672,200
piao,3,piao,piao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/piao3.mp3,downloaded,20061,200
piao,4,piao,piao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/piao4.mp3,downloaded,16926,200
pie,1,pie,pie1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pie1.mp3,downloaded,20688,200
pie,2,pie,pie2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pie2.mp3,downloaded,15045,200
pie,3,pie,pie3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pie3.mp3,downloaded,21941,200
pie,4,pie,pie4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pie4.mp3,downloaded,15045,200
pin,1,pin,pin1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pin1.mp3,downloaded,22568,200
pin,2,pin,pin2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pin2.mp3,downloaded,16926,200
pin,3,pin,pin3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pin3.mp3,downloaded,19434,200
pin,4,pin,pin4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pin4.mp3,downloaded,13791,200
ping,1,ping,ping1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ping1.mp3,downloaded,22568,200
ping,2,ping,ping2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ping2.mp3,downloaded,15672,200
ping,3,ping,ping3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ping3.mp3,downloaded,18180,200
ping,4,ping,ping4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/ping4.mp3,downloaded,16926,200
po,1,po,po1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/po1.mp3,downloaded,19434,200
po,2,po,po2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/po2.mp3,downloaded,15045,200
po,3,po,po3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/po3.mp3,downloaded,19434,200
po,4,po,po4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/po4.mp3,downloaded,13791,200
pou,1,pou,pou1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pou1.mp3,downloaded,22568,200
pou,2,pou,pou2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pou2.mp3,downloaded,18807,200
pou,3,pou,pou3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pou3.mp3,downloaded,23822,200
pou,4,pou,pou4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pou4.mp3,downloaded,18807,200
pu,1,pu,pu1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pu1.mp3,downloaded,21315,200
pu,2,pu,pu2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pu2.mp3,downloaded,13791,200
pu,3,pu,pu3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pu3.mp3,downloaded,22568,200
pu,4,pu,pu4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/pu4.mp3,downloaded,15045,200
qi,1,qi,qi1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qi1.mp3,downloaded,19434,200
qi,2,qi,qi2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qi2.mp3,downloaded,13791,200
qi,3,qi,qi3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qi3.mp3,downloaded,19434,200
qi,4,qi,qi4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qi4.mp3,downloaded,14418,200
qia,1,qia,qia1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qia1.mp3,downloaded,25703,200
qia,2,qia,qia2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qia2.mp3,downloaded,16926,200
qia,3,qia,qia3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qia3.mp3,downloaded,21941,200
qia,4,qia,qia4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qia4.mp3,downloaded,14418,200
qian,1,qian,qian1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qian1.mp3,downloaded,21941,200
qian,2,qian,qian2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qian2.mp3,downloaded,16926,200
qian,3,qian,qian3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qian3.mp3,downloaded,21315,200
qian,4,qian,qian4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qian4.mp3,downloaded,14418,200
qiang,1,qiang,qiang1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiang1.mp3,downloaded,25703,200
qiang,2,qiang,qiang2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiang2.mp3,downloaded,15672,200
qiang,3,qiang,qiang3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiang3.mp3,downloaded,21941,200
qiang,4,qiang,qiang4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiang4.mp3,downloaded,14418,200
qiao,1,qiao,qiao1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiao1.mp3,downloaded,28211,200
qiao,2,qiao,qiao2.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiao2.mp3,downloaded,16926,200
qiao,3,qiao,qiao3.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiao3.mp3,downloaded,22568,200
qiao,4,qiao,qiao4.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qiao4.mp3,downloaded,16299,200
qie,1,qie,qie1.mp3,https://s3.amazonaws.com/media.yabla.com/chinese_static/audio/alicia/qie1.mp3,downloaded,21941,200
